,occ,0,1,emp_2018,wage,sqrt_emp
644,"Transportation, storage, and distribution managers",-18.778461,0.44823977,139.4,94560.0,11.806777714516354
645,Travel agents,-2.5533237,-14.247094,82.0,40660.0,9.055385138137417
646,Tree trimmers and pruners,20.06202,17.196312,62.0,39980.0,7.874007874011811
647,"Umpires, referees, and other sports officials",-11.170849,-12.039918,22.8,28550.0,4.774934554525329
648,Upholsterers,17.316845,8.228672,35.2,35130.0,5.932958789676531
649,Urban and regional planners,-26.40218,-3.4471776,39.7,74350.0,6.300793600809346
650,"Ushers, lobby attendants, and ticket takers",22.583902,-11.715311,139.0,23500.0,11.789826122551595
651,Veterinarians,-11.749843,5.2621527,89.2,95460.0,9.444575162494075
652,Veterinary assistants and laboratory animal caretakers,-2.4278579,4.095349,99.5,28590.0,9.974968671630002
653,Veterinary technologists and technicians,-2.2830184,5.2520237,112.9,35320.0,10.625441167311596
654,Waiters and waitresses,16.101992,-9.591749,2613.8,22890.0,51.12533618471374
655,Watch and clock repairers,15.883332,4.3824444,3.2,42520.0,1.7888543819998317
656,Water and wastewater treatment plant and system operators,-0.117584355,18.072557,126.4,47760.0,11.242775458044157
657,"Weighers, measurers, checkers, and samplers, recordkeeping",4.9825854,12.196408,61.3,35040.0,7.829431652425353
658,"Welders, cutters, solderers, and brazers",30.329165,2.3090515,438.9,42490.0,20.949940334043912
659,"Welding, soldering, and brazing machine setters, operators, and tenders",26.660862,12.810613,37.2,38310.0,6.099180272790763
660,Wellhead pumpers,9.335185,19.707315,14.1,55040.0,3.7549966711037173
661,Wind turbine service technicians,7.255701,23.997103,7.0,52910.0,2.6457513110645907
662,"Woodworking machine setters, operators, and tenders, except sawing",32.18979,-2.2001133,79.3,30990.0,8.905054744357274
663,Word processors and typists,6.640249,-14.906299,52.7,40340.0,7.259476565152615
664,Writers and authors,-2.1458848,-11.065211,131.2,63200.0,11.454256850621082
665,Zoologists and wildlife biologists,-30.550657,1.2868143,21.0,63270.0,4.58257569495584
